Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;96726970-0;CHILEMAT SpA;4834453;22/09/2025;22/09/2025 12:07:21;;0;1649808;313464;;;1963272;;;;;0;;;;0;;;;
2;33;Del Giro;96726970-0;CHILEMAT SpA;4834721;22/09/2025;22/09/2025 12:26:31;;0;323811;61524;;;385335;;;;;0;;;;0;;;;
3;33;Del Giro;96726970-0;CHILEMAT SpA;4834783;22/09/2025;22/09/2025 12:33:11;;0;700150;133029;;;833179;;;;;0;;;;0;;;;
4;33;Del Giro;78140178-1;COMERCIALIZADORA DE ARTICULOS DE FERRETERIA CLAUDIO ANDRES ORLANDO TOR;74;22/09/2025;22/09/2025 20:45:48;;0;1369000;260110;;;1629110;;;;;0;;;;0;;;;
5;33;Del Giro;78140178-1;COMERCIALIZADORA DE ARTICULOS DE FERRETERIA CLAUDIO ANDRES ORLANDO TOR;75;22/09/2025;22/09/2025 20:52:57;;0;559000;106210;;;665210;;;;;0;;;;0;;;;
6;33;Del Giro;78129190-0;FORESTAL LEON LIMITA;72892;23/09/2025;23/09/2025 10:01:43;;0;780000;148200;;;928200;;;;;0;;;;0;;;;
7;33;Del Giro;96726970-0;CHILEMAT SpA;4835036;23/09/2025;23/09/2025 10:34:21;;0;1237356;235098;;;1472454;;;;;0;;;;0;;;;
8;33;Del Giro;96726970-0;CHILEMAT SpA;4835516;23/09/2025;23/09/2025 11:11:15;;0;512550;97385;;;609935;;;;;0;;;;0;;;;
9;33;Del Giro;81290800-6;COMPAÑÍA AGROPECUARIA COPEVAL S.A.;6089440;23/09/2025;23/09/2025 14:48:33;;0;174003;33061;;;207064;;;;;0;;;;0;;;;
10;33;Del Giro;96726970-0;CHILEMAT SpA;4835830;23/09/2025;23/09/2025 17:17:49;;0;592950;112661;;;705611;;;;;0;;;;0;;;;
11;33;Del Giro;76389469-K;DEFONTANA CHILE SPA;152306;24/09/2025;24/09/2025 00:04:03;;0;118457;22507;;;140964;;;;;0;;;;0;;;;
