Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;96726970-0;CHILEMAT SpA;4883714;24/11/2025;24/11/2025 11:43:07;;0;271776;51637;;;323414;;;;;0;;;;0;;;;
2;33;Del Giro;96726970-0;CHILEMAT SpA;4883755;24/11/2025;24/11/2025 11:46:48;;0;2722183;517215;;;3239398;;;;;0;;;;0;;;;
3;33;Del Giro;96726970-0;CHILEMAT SpA;4884068;24/11/2025;24/11/2025 12:15:19;;0;60626;11519;;;72144;;;;;0;;;;0;;;;
4;33;Del Giro;96726970-0;CHILEMAT SpA;4884069;24/11/2025;24/11/2025 12:15:19;;0;551153;104719;;;655872;;;;;0;;;;0;;;;
5;33;Del Giro;77090370-K;EMPRESAS BIOSUR SpA;513959;25/11/2025;25/11/2025 11:56:36;;0;343737;65310;;;409047;;;;;0;;;;0;;;;
6;33;Del Giro;77258350-8;Maria Aguilar Blanche SpA;378961;25/11/2025;25/11/2025 12:32:13;;0;79076;15024;;;94100;;;;;0;;;;0;;;;
7;33;Del Giro;96726970-0;CHILEMAT SpA;4884887;25/11/2025;25/11/2025 12:42:47;;0;893068;169683;;;1062751;;;;;0;;;;0;;;;
8;33;Del Giro;96726970-0;CHILEMAT SpA;4884889;25/11/2025;25/11/2025 12:42:47;;0;936793;177991;;;1114783;;;;;0;;;;0;;;;
9;33;Del Giro;96726970-0;CHILEMAT SpA;4884888;25/11/2025;25/11/2025 12:42:47;;0;637170;121062;;;758232;;;;;0;;;;0;;;;
10;33;Del Giro;96726970-0;CHILEMAT SpA;4884892;25/11/2025;25/11/2025 12:42:47;;0;690817;131255;;;822072;;;;;0;;;;0;;;;
11;33;Del Giro;96726970-0;CHILEMAT SpA;4884890;25/11/2025;25/11/2025 12:42:47;;0;455275;86502;;;541777;;;;;0;;;;0;;;;
12;33;Del Giro;96726970-0;CHILEMAT SpA;4884891;25/11/2025;25/11/2025 12:42:47;;0;433911;82443;;;516354;;;;;0;;;;0;;;;
13;33;Del Giro;96726970-0;CHILEMAT SpA;4885157;25/11/2025;25/11/2025 13:17:18;;0;153363;29139;;;182502;;;;;0;;;;0;;;;
14;33;Del Giro;96726970-0;CHILEMAT SpA;4885162;25/11/2025;25/11/2025 13:17:18;;0;793091;150687;;;943778;;;;;0;;;;0;;;;
15;33;Del Giro;76821330-5;IMPERIAL S.A.;19800345;26/11/2025;26/11/2025 10:12:46;;0;689684;131040;;;820724;;;;;0;;;;0;;;;
16;33;Del Giro;76821330-5;IMPERIAL S.A.;19800346;26/11/2025;26/11/2025 10:12:46;;0;1964555;373266;;;2337821;;;;;0;;;;0;;;;
17;33;Del Giro;76821330-5;IMPERIAL S.A.;19800347;26/11/2025;26/11/2025 10:12:46;;0;948637;180241;;;1128878;;;;;0;;;;0;;;;
18;33;Del Giro;76821330-5;IMPERIAL S.A.;19800348;26/11/2025;26/11/2025 10:12:46;;0;41333;7853;;;49186;;;;;0;;;;0;;;;
19;33;Del Giro;76072694-K;COMERCIAL SOLUEX SpA;556356;26/11/2025;26/11/2025 10:53:05;;0;127844;24290;;;152134;;;;;0;;;;0;;;;
