Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
51;33;Del Giro;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;18226519;27/03/2026;27/03/2026 17:57:20;;0;66497;12634;;;79131;;;;;0;;;;0;;;;
52;33;Del Giro;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;18226518;27/03/2026;27/03/2026 17:57:25;;0;73060;13881;;;86941;;;;;0;;;;0;;;;
53;33;Del Giro;96726970-0;CHILEMAT SpA;4977290;30/03/2026;30/03/2026 09:49:38;;0;408834;77678;;;486512;;;;;0;;;;0;;;;
54;33;Del Giro;79894160-7;LUVAL S A;1566481;30/03/2026;30/03/2026 09:51:01;;0;194980;37046;;;232026;;;;;0;;;;0;;;;
55;33;Del Giro;96726970-0;CHILEMAT SpA;4977421;30/03/2026;30/03/2026 11:15:31;;0;104922;19935;;;124857;;;;;0;;;;0;;;;
56;33;Del Giro;96726970-0;CHILEMAT SpA;4977578;30/03/2026;30/03/2026 11:21:01;;0;219888;41779;;;261667;;;;;0;;;;0;;;;
57;33;Del Giro;96726970-0;CHILEMAT SpA;4977819;30/03/2026;30/03/2026 11:27:00;;0;1112535;211382;;;1323917;;;;;0;;;;0;;;;
58;33;Del Giro;96726970-0;CHILEMAT SpA;4978191;30/03/2026;30/03/2026 14:47:52;;0;113967;21654;;;135621;;;;;0;;;;0;;;;
59;33;Del Giro;96726970-0;CHILEMAT SpA;4978273;30/03/2026;30/03/2026 15:18:55;;0;23985;4557;;;28543;;;;;0;;;;0;;;;
60;33;Del Giro;96726970-0;CHILEMAT SpA;4978274;30/03/2026;30/03/2026 15:18:55;;0;21115;4012;;;25127;;;;;0;;;;0;;;;
61;33;Del Giro;96726970-0;CHILEMAT SpA;4978935;31/03/2026;31/03/2026 10:29:37;;0;725303;137808;;;863111;;;;;0;;;;0;;;;
62;33;Del Giro;96726970-0;CHILEMAT SpA;4978938;31/03/2026;31/03/2026 10:29:37;;0;40489;7693;;;48182;;;;;0;;;;0;;;;
63;33;Del Giro;96726970-0;CHILEMAT SpA;4979669;31/03/2026;31/03/2026 13:23:51;;0;1214844;230820;;;1445664;;;;;0;;;;0;;;;
64;33;Del Giro;96726970-0;CHILEMAT SpA;4979670;31/03/2026;31/03/2026 13:23:51;;0;257762;48975;;;306737;;;;;0;;;;0;;;;
65;33;Del Giro;96726970-0;CHILEMAT SpA;4979671;31/03/2026;31/03/2026 13:23:51;;0;880825;167357;;;1048182;;;;;0;;;;0;;;;
66;33;Del Giro;96726970-0;CHILEMAT SpA;4979672;31/03/2026;31/03/2026 13:23:51;;0;435004;82651;;;517655;;;;;0;;;;0;;;;
67;33;Del Giro;96726970-0;CHILEMAT SpA;4979869;31/03/2026;31/03/2026 14:29:33;;0;1794528;340960;;;2135488;;;;;0;;;;0;;;;
68;33;Del Giro;96726970-0;CHILEMAT SpA;4980001;31/03/2026;31/03/2026 15:24:39;;0;244818;46515;;;291333;;;;;0;;;;0;;;;
69;33;Del Giro;96726970-0;CHILEMAT SpA;4980640;31/03/2026;31/03/2026 20:48:46;;0;1794528;340960;;;2135488;;;;;0;;;;0;;;;
70;33;Del Giro;76072694-K;COMERCIAL SOLUEX SpA;579036;01/04/2026;01/04/2026 10:39:32;;0;190891;36269;;;227160;;;;;0;;;;0;;;;
71;33;Del Giro;96726970-0;CHILEMAT SpA;4981399;31/03/2026;01/04/2026 11:44:53;;0;50000;9500;;;59500;;;;;0;;;;0;;;;
72;33;Del Giro;76058647-1;VERISURE CHILE SPA;12303580;01/04/2026;01/04/2026 12:30:54;;0;64544;12263;;;76807;;;;;0;;;;0;;;;
73;33;Del Giro;76058647-1;VERISURE CHILE SPA;12303873;01/04/2026;01/04/2026 12:34:11;;0;54185;10295;;;64480;;;;;0;;;;0;;;;
74;33;Del Giro;96689310-9;Transbank S.A;57650488;30/03/2026;01/04/2026 12:31:35;;0;80085;15216;;;95301;;;;;0;;;;0;;;;
75;33;Del Giro;99061000-2;HDI SEGUROS S.A.;10073429;31/03/2026;01/04/2026 19:29:33;;50585;78262;14870;;;143717;;;;;0;;;;0;;;;
76;33;Del Giro;96726970-0;CHILEMAT SpA;4983617;02/04/2026;02/04/2026 15:48:55;;0;376875;71606;;;448481;;;;;0;;;;0;;;;
77;33;Del Giro;76828790-2;MULTICAJA SA;2931807;31/03/2026;02/04/2026 16:19:57;;0;15538;2952;;;18490;;;;;0;;;;0;;;;
78;33;Del Giro;99546900-6;ISWITCH SA;1545739;31/03/2026;04/04/2026 07:52:07;;0;575535;109352;;;684887;;;;;0;;;;0;;;;
79;33;Del Giro;76425072-9;RJC SOFTWARE LIMITADA;42584;06/04/2026;06/04/2026 13:35:26;;0;42000;7980;;;49980;;;;;0;;;;0;;;;
80;33;Del Giro;96726970-0;CHILEMAT SpA;4984574;06/04/2026;06/04/2026 14:39:29;;0;450000;85500;;;535500;;;;;0;;;;0;;;;
81;33;Del Giro;76986846-1;REDES CABOS E HILOS SPA;10280;06/04/2026;06/04/2026 16:41:49;;0;126050;23950;;;150000;;;;;0;;;;0;;;;
82;33;Del Giro;76943048-2;COMERCIAL Y SERVICIOS C Y V LIMITADA;147167;06/04/2026;06/04/2026 19:54:35;;0;92167;17512;;;111587;;;;;0;;;;0;28;1908;0;
83;33;Del Giro;77716701-4;DISTRIBUIDORA DECONCE LIMITADA;3105;06/04/2026;06/04/2026 23:39:11;;0;26935;5118;;;32053;;;;;0;;;;0;;;;
84;33;Del Giro;96568740-8;GASCO GLP S.A.;12000379;01/04/2026;07/04/2026 10:55:52;;0;154890;29429;;;184319;;;;;0;;;;0;;;;
85;33;Del Giro;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;18266335;06/04/2026;07/04/2026 15:33:42;;0;21749;4132;;;25881;;;;;0;;;;0;;;;
86;33;Del Giro;76943048-2;COMERCIAL Y SERVICIOS C Y V LIMITADA;147268;08/04/2026;08/04/2026 09:27:23;;0;16810;3194;;;20004;;;;;0;;;;0;;;;
87;33;Del Giro;78140178-1;COMERCIALIZADORA DE ARTICULOS DE FERRETERIA CLAUDIO ANDRES ORLANDO TOR;339;08/04/2026;08/04/2026 11:03:00;;0;387900;73701;;;461601;;;;;0;;;;0;;;;
88;33;Del Giro;78140178-1;COMERCIALIZADORA DE ARTICULOS DE FERRETERIA CLAUDIO ANDRES ORLANDO TOR;340;08/04/2026;08/04/2026 11:07:50;;0;71640;13612;;;85252;;;;;0;;;;0;;;;
89;33;Del Giro;96726970-0;CHILEMAT SpA;4986349;08/04/2026;08/04/2026 13:55:40;;0;136964;26023;;;162988;;;;;0;;;;0;;;;
90;33;Del Giro;76543990-6;Distrubuidora Aladdin Y Compañía Limitada;177522;08/04/2026;08/04/2026 18:06:57;;0;174031;33066;;;207097;;;;;0;;;;0;;;;
91;33;Del Giro;76072694-K;COMERCIAL SOLUEX SpA;580532;09/04/2026;09/04/2026 11:11:37;;0;113244;21516;;;134760;;;;;0;;;;0;;;;
92;33;Del Giro;96726970-0;CHILEMAT SpA;4987277;09/04/2026;09/04/2026 11:49:46;;0;673350;127937;;;801287;;;;;0;;;;0;;;;
93;33;Del Giro;96726970-0;CHILEMAT SpA;4987411;09/04/2026;09/04/2026 11:56:51;;0;9702069;1843393;;;11545462;;;;;0;;;;0;;;;
94;33;Del Giro;76821330-5;IMPERIAL S.A.;20119040;09/04/2026;09/04/2026 12:09:01;;0;160711;30535;;;191246;;;;;0;;;;0;;;;
95;33;Del Giro;76232309-5;DISTRIBUIDORA DE MATERIALES DE FERRETERIA E INST SAN LTDA;267143;08/04/2026;09/04/2026 13:17:58;;0;120452;22886;;;143338;;;;;0;;;;0;;;;
96;33;Del Giro;77581202-8;ASERRADERO CÁDIZ SPA;204;09/04/2026;09/04/2026 14:42:25;;0;1334880;253627;;;1588507;;;;;0;;;;0;;;;
97;33;Del Giro;96726970-0;CHILEMAT SpA;4987568;10/04/2026;10/04/2026 08:39:55;;0;412575;78389;;;490964;;;;;0;;;;0;;;;
98;33;Del Giro;99546900-6;ISWITCH SA;1555290;10/04/2026;10/04/2026 11:59:39;;0;39842;7570;;;47412;;;;;0;;;;0;;;;
99;33;Del Giro;78179177-6;TRANSPORTE  DE CARGA POR CARRETERA  SANTA ELSA LIMITADA;44;12/04/2026;12/04/2026 21:40:29;;0;810000;153900;;;963900;;;;;0;;;;0;;;;
100;33;Del Giro;78179177-6;TRANSPORTE  DE CARGA POR CARRETERA  SANTA ELSA LIMITADA;45;12/04/2026;12/04/2026 21:56:36;;0;810000;153900;;;963900;;;;;0;;;;0;;;;
101;33;Del Giro;96726970-0;CHILEMAT SpA;4988675;13/04/2026;13/04/2026 10:26:58;;0;1023804;194523;;;1218326;;;;;0;;;;0;;;;
102;33;Del Giro;96726970-0;CHILEMAT SpA;4989224;13/04/2026;13/04/2026 12:36:52;;0;4739894;900580;;;5640473;;;;;0;;;;0;;;;
103;33;Del Giro;96726970-0;CHILEMAT SpA;4989223;13/04/2026;13/04/2026 12:36:52;;0;2983403;566847;;;3550249;;;;;0;;;;0;;;;
104;33;Del Giro;96726970-0;CHILEMAT SpA;4989225;13/04/2026;13/04/2026 12:36:52;;0;713349;135536;;;848885;;;;;0;;;;0;;;;
105;33;Del Giro;96726970-0;CHILEMAT SpA;4989385;13/04/2026;13/04/2026 12:40:54;;0;452250;85928;;;538178;;;;;0;;;;0;;;;
106;33;Del Giro;96726970-0;CHILEMAT SpA;4989386;13/04/2026;13/04/2026 12:40:54;;0;1286159;244370;;;1530529;;;;;0;;;;0;;;;
107;33;Del Giro;96726970-0;CHILEMAT SpA;4990437;14/04/2026;14/04/2026 13:18:44;;0;4707838;894489;;;5602327;;;;;0;;;;0;;;;
108;33;Del Giro;96726970-0;CHILEMAT SpA;4990748;14/04/2026;14/04/2026 13:25:31;;0;717113;136251;;;853364;;;;;0;;;;0;;;;
109;33;Del Giro;76821330-5;IMPERIAL S.A.;20131577;14/04/2026;14/04/2026 18:11:31;;0;223382;42442;;;265824;;;;;0;;;;0;;;;
110;33;Del Giro;96722400-6;Pacifico Cable S.P.A.;1195946;15/04/2026;15/04/2026 03:08:55;;0;16798;3192;;;19990;;;;;0;;;;0;;;;
111;33;Del Giro;81290800-6;COMPAÑÍA AGROPECUARIA COPEVAL S.A.;6377262;15/04/2026;15/04/2026 09:18:03;;0;1584482;301052;;;1885534;;;;;0;;;;0;;;;
112;33;Del Giro;76072694-K;COMERCIAL SOLUEX SpA;581709;15/04/2026;15/04/2026 10:12:11;;0;126480;24031;;;150511;;;;;0;;;;0;;;;
113;33;Del Giro;76821330-5;IMPERIAL S.A.;20132227;15/04/2026;15/04/2026 10:18:06;;0;2624348;498626;;;3122974;;;;;0;;;;0;;;;
114;33;Del Giro;76821330-5;IMPERIAL S.A.;20133384;15/04/2026;15/04/2026 14:15:52;;0;873870;166035;;;1039905;;;;;0;;;;0;;;;
115;33;Del Giro;96726970-0;CHILEMAT SpA;4991279;15/04/2026;15/04/2026 14:59:52;;0;35396;6725;;;42121;;;;;0;;;;0;;;;
116;33;Del Giro;96726970-0;CHILEMAT SpA;4991280;15/04/2026;15/04/2026 14:59:52;;0;70865;13464;;;84329;;;;;0;;;;0;;;;
117;33;Del Giro;79894160-7;LUVAL S A;1566731;15/04/2026;15/04/2026 16:39:34;;0;97000;18430;;;115430;;;;;0;;;;0;;;;
118;33;Del Giro;96726970-0;CHILEMAT SpA;4992227;16/04/2026;16/04/2026 13:01:52;;0;2032448;386165;;;2418613;;;;;0;;;;0;;;;
119;33;Del Giro;96726970-0;CHILEMAT SpA;4992730;16/04/2026;16/04/2026 13:15:37;;0;846612;160856;;;1007468;;;;;0;;;;0;;;;
120;33;Del Giro;96726970-0;CHILEMAT SpA;4992729;16/04/2026;16/04/2026 13:15:37;;0;1636736;310980;;;1947716;;;;;0;;;;0;;;;
121;33;Del Giro;96726970-0;CHILEMAT SpA;4992733;16/04/2026;16/04/2026 13:15:37;;0;1952715;371016;;;2323731;;;;;0;;;;0;;;;
122;33;Del Giro;96726970-0;CHILEMAT SpA;4992732;16/04/2026;16/04/2026 13:15:37;;0;219888;41779;;;261667;;;;;0;;;;0;;;;
123;33;Del Giro;77660960-9;ACENOR ACEROS DEL NORTE SPA;1939933;16/04/2026;16/04/2026 19:00:40;;0;59575;11319;;;70894;;;;;0;;;;0;;;;
124;33;Del Giro;96726970-0;CHILEMAT SpA;4993680;17/04/2026;17/04/2026 13:09:29;;0;11003808;2090724;;;13094532;;;;;0;;;;0;;;;
125;33;Del Giro;96726970-0;CHILEMAT SpA;4993798;17/04/2026;17/04/2026 13:10:59;;0;659665;125336;;;785001;;;;;0;;;;0;;;;
126;33;Del Giro;77581202-8;ASERRADERO CÁDIZ SPA;206;17/04/2026;17/04/2026 14:46:14;;0;1296000;246240;;;1542240;;;;;0;;;;0;;;;
127;33;Del Giro;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;18327102;17/04/2026;17/04/2026 18:24:53;;0;155805;29602;;;185407;;;;;0;;;;0;;;;
128;33;Del Giro;78809560-0;DISTRIBUIDORA Y COMERCIAL DIMAK LIMITADA;18327103;17/04/2026;17/04/2026 18:24:57;;0;98804;18772;;;117576;;;;;0;;;;0;;;;
129;33;Del Giro;76943048-2;COMERCIAL Y SERVICIOS C Y V LIMITADA;147926;18/04/2026;18/04/2026 12:13:29;;0;16808;3193;;;20001;;;;;0;;;;0;;;;
130;33;Del Giro;79894160-7;LUVAL S A;1566778;20/04/2026;20/04/2026 07:54:49;;0;443740;84311;;;528051;;;;;0;;;;0;;;;
131;33;Del Giro;76821330-5;IMPERIAL S.A.;20142521;20/04/2026;20/04/2026 10:10:42;;0;4314264;819710;;;5133974;;;;;0;;;;0;;;;
132;33;Del Giro;96726970-0;CHILEMAT SpA;4994559;20/04/2026;20/04/2026 13:28:20;;0;124419;23640;;;148059;;;;;0;;;;0;;;;
133;33;Del Giro;78614220-2;SOC TALLER AUTOMOTRIZ Y FORESTAL GALICIA LIMITADA;16734;21/04/2026;21/04/2026 13:17:17;;0;180000;34200;;;214200;;;;;0;;;;0;;;;
134;33;Del Giro;96726970-0;CHILEMAT SpA;4995857;21/04/2026;21/04/2026 13:25:31;;0;405578;77060;;;482638;;;;;0;;;;0;;;;
135;33;Del Giro;96726970-0;CHILEMAT SpA;4995858;21/04/2026;21/04/2026 13:25:31;;0;1307895;248500;;;1556395;;;;;0;;;;0;;;;
136;33;Del Giro;96726970-0;CHILEMAT SpA;4996504;21/04/2026;21/04/2026 13:40:52;;0;1329181;252544;;;1581725;;;;;0;;;;0;;;;
137;33;Del Giro;11061720-8;LORENA GINETTE ARAVENA ORTIZ;11913;21/04/2026;21/04/2026 18:08:35;;0;26890;5109;;;31999;;;;;0;;;;0;;;;
138;33;Del Giro;76821330-5;IMPERIAL S.A.;20148359;21/04/2026;21/04/2026 18:19:16;;0;1112303;211337;;;1323640;;;;;0;;;;0;;;;
139;33;Del Giro;77581202-8;ASERRADERO CÁDIZ SPA;207;22/04/2026;22/04/2026 14:14:21;;0;1357440;257914;;;1615354;;;;;0;;;;0;;;;
140;33;Del Giro;77340834-3;CC HNOS SPA;258;23/04/2026;23/04/2026 16:42:25;;0;920000;174800;;;1094800;;;;;0;;;;0;;;;
141;33;Del Giro;76943048-2;COMERCIAL Y SERVICIOS C Y V LIMITADA;148288;24/04/2026;24/04/2026 08:41:22;;0;16812;3194;;;20006;;;;;0;;;;0;;;;
142;33;Del Giro;76613017-8;COM.Y DISTR. LOS PINOS DE MONTEMAR LTDA;100595;24/04/2026;24/04/2026 09:50:05;;0;572000;108680;;;680680;;;;;0;;;;0;;;;
143;33;Del Giro;8053582-1;ALEJANDRO EVARISTO MUNOZ GARRIDO;50881;28/04/2026;28/04/2026 12:28:10;;0;50430;9582;;;60012;;;;;0;;;;0;;;;
144;33;Del Giro;8053582-1;ALEJANDRO EVARISTO MUNOZ GARRIDO;50882;28/04/2026;28/04/2026 12:31:25;;0;45396;8625;;;54021;;;;;0;;;;0;;;;
145;33;Del Giro;96689310-9;Transbank S.A;57678658;28/04/2026;30/04/2026 00:52:53;;0;68118;12942;;;81060;;;;;0;;;;0;;;;
146;33;Del Giro;76943048-2;COMERCIAL Y SERVICIOS C Y V LIMITADA;148683;30/04/2026;30/04/2026 08:51:55;;0;16808;3193;;;20001;;;;;0;;;;0;;;;
147;33;Del Giro;91489000-4;FINNING CHILE S.A.;3866237;30/04/2026;30/04/2026 13:42:47;;0;253642;48192;;;301834;;;;;0;;;;0;;;;
148;61;Del Giro;78179177-6;TRANSPORTE  DE CARGA POR CARRETERA  SANTA ELSA LIMITADA;10;12/04/2026;12/04/2026 21:43:00;;0;810000;153900;;;963900;;;;;0;;;;0;;;;
149;61;Del Giro;8054120-1;LUIS GASTON RIVERA PEREZ;683;15/04/2026;15/04/2026 21:08:08;;1614420;0;0;;;1614420;;;;;0;;;;0;;;;
150;61;Del Giro;96726970-0;CHILEMAT SpA;233435;17/04/2026;17/04/2026 16:01:49;;0;195678;37178;;;232856;;;;;0;;;;0;;;;
151;61;Del Giro;96689310-9;TRANSBANK S.A.;12301489;23/04/2026;27/04/2026 11:16:34;;0;1177;224;;;1401;;;;;0;;;;0;;;;
152;61;Del Giro;96689310-9;TRANSBANK S.A.;12268994;23/04/2026;27/04/2026 12:13:35;;0;327;62;;;389;;;;;0;;;;0;;;;
153;61;Del Giro;76543990-6;Distrubuidora Aladdin Y Compañía Limitada;24658;30/04/2026;30/04/2026 18:01:22;;0;4622;878;;;5500;;;;;0;;;;0;;;;
