Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;76821330-5;IMPERIAL S.A.;19148694;21/02/2025;21/02/2025 10:12:57;;0;1497049;284439;;;1781488;;;;;0;;;;0;;;;
2;33;Del Giro;96726970-0;CHILEMAT SpA;4684310;20/02/2025;21/02/2025 10:43:11;;0;71556;13596;;;85152;;;;;0;;;;0;;;;
3;33;Del Giro;96726970-0;CHILEMAT SpA;4684281;20/02/2025;21/02/2025 10:44:10;;0;567574;107839;;;675413;;;;;0;;;;0;;;;
4;33;Del Giro;96726970-0;CHILEMAT SpA;4684211;20/02/2025;21/02/2025 11:03:43;;0;66209;12580;;;78789;;;;;0;;;;0;;;;
5;33;Del Giro;96726970-0;CHILEMAT SpA;4684078;20/02/2025;21/02/2025 11:12:02;;0;114570;21768;;;136338;;;;;0;;;;0;;;;
6;33;Del Giro;96726970-0;CHILEMAT SpA;4684007;20/02/2025;21/02/2025 11:18:33;;0;896963;170423;;;1067385;;;;;0;;;;0;;;;
7;33;Del Giro;96726970-0;CHILEMAT SpA;4683872;20/02/2025;21/02/2025 11:37:05;;0;4171929;792666;;;4964595;;;;;0;;;;0;;;;
8;33;Del Giro;96726970-0;CHILEMAT SpA;4684840;21/02/2025;21/02/2025 12:40:32;;0;2107988;400518;;;2508505;;;;;0;;;;0;;;;
9;33;Del Giro;96726970-0;CHILEMAT SpA;4684889;21/02/2025;21/02/2025 12:40:32;;0;363931;69147;;;433077;;;;;0;;;;0;;;;
10;33;Del Giro;96726970-0;CHILEMAT SpA;4684891;21/02/2025;21/02/2025 12:40:32;;0;1819658;345735;;;2165393;;;;;0;;;;0;;;;
